id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing
S857372,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,265,vil,2019-09-05T10:37:00Z,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,142888.0,857372.0,Tornado,32.88803742627951,-80.684663759837974,35.519133186523035,-75.725013800107448,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,242.0,0.0
S846876,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,23,vil,2019-07-10T00:08:00Z,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,140932.0,846876.0,Tornado,40.0278068846704,-93.229421925185761,43.193197345178426,-88.238080288018949,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,241.0,0.0
S831543,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,239,vil,2019-07-19T06:44:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,138303.0,831543.0,Tornado,43.61902792448614,-106.65451071593183,47.315702537137405,-102.12718919786995,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S848827,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,517,vil,2019-08-09T18:22:00Z,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,141340.0,848827.0,Tornado,34.654086881759163,-93.013591548619459,37.826168945880326,-88.412213111542911,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,232.0,0.0
S855359,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,103,vil,2019-09-12T21:49:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,142497.0,855359.0,Tornado,41.450338209532546,-94.256687689642874,44.656770816310214,-89.1953927819916,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.43713614189165251
S858186,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,202,vil,2019-09-24T22:42:00Z,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,143043.0,858186.0,Tornado,40.716148672337532,-97.881381469103687,44.075120908711156,-93.0713833043071,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S835153,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,356,vil,2019-08-11T21:59:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,138846.0,835153.0,Tornado,38.313281584510975,-105.0239690971479,41.94474914654753,-100.75572760127164,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S828629,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,523,vil,2019-07-09T23:20:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137893.0,828629.0,Tornado,44.637429585131855,-98.908475850166937,48.036596268485461,-93.817543212823722,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,249.0,0.0
S843733,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,528,vil,2019-08-12T21:43:00Z,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,139096.0,843733.0,Tornado,44.344660898954992,-71.13838428085883,46.3688134553397,-64.673939286751107,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S850901,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,399,vil,2019-09-22T22:29:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,141721.0,850901.0,Tornado,37.235093833694073,-96.508904741054153,40.543491550986033,-91.888496824597127,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,246.0,0.0
S841443,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,326,vil,2019-07-20T16:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138153.0,841443.0,Tornado,42.72415587906481,-91.534032528478676,45.807681824026261,-86.212377966911447,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S851684,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,270,vil,2019-08-10T23:06:00Z,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,141869.0,851684.0,Tornado,42.172910618833782,-97.539188115319561,45.516622039492731,-92.590760699261565,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S831869,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,310,vil,2019-07-08T18:52:00Z,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,137742.0,831869.0,Tornado,45.488943066131974,-104.02289481390676,49.091770582353867,-99.175582693265213,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S857096,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,384,vil,2019-09-01T08:30:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,142825.0,857096.0,Lightning,38.084198311251136,-92.05292990632158,41.20434334624246,-87.162577643753323,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S825480,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,410,vil,2019-07-02T01:06:00Z,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,137451.0,825480.0,Lightning,27.153308431152158,-83.580161298617313,29.960775211239337,-79.09063105867763,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S849047,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,162,vil,2019-08-04T15:16:00Z,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,141390.0,849047.0,Lightning,45.045390857273404,-104.58930361351143,48.668897495230532,-99.817045945864351,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S846233,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,275,vil,2019-07-30T18:10:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140775.0,846233.0,Lightning,25.233958432724343,-82.419431667674814,28.004960638715911,-77.999433675372359,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S829342,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,231,vil,2019-07-20T22:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138000.0,829342.0,Lightning,26.598254001623449,-84.490940092624612,29.44989372327673,-80.0616262536368,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S848303,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,99,vil,2019-08-04T17:45:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141200.0,848303.0,Lightning,24.852705271186689,-82.294398143793771,27.621290223336906,-77.890949970691139,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,253.0,0.0
S844721,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,17,vil,2019-08-04T02:40:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140511.0,844721.0,Lightning,39.889405806592109,-76.8044540461655,42.269574126256039,-71.087100773980751,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S848823,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,214,vil,2019-08-25T20:18:00Z,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,140476.0,848823.0,Lightning,29.10439574327507,-87.9597248222734,32.08930136048032,-83.505747388693536,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S851398,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,466,vil,2019-08-15T01:20:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141841.0,851398.0,Lightning,27.732550917510014,-97.433298717663519,31.10257244691865,-93.384545602368846,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S845394,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,370,vil,2019-07-30T21:40:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140056.0,845394.0,Lightning,32.525208543601771,-87.056990220530949,35.451452777900656,-82.3587216036316,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S843743,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,394,vil,2019-07-22T14:52:00Z,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,140313.0,843743.0,Lightning,35.384656630949138,-88.782103638574924,38.372498997128353,-83.9526870449399,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,253.0,0.0
S843752,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,486,vil,2019-07-02T20:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139928.0,843752.0,Lightning,36.216072968949,-87.132459329836408,39.1261021959933,-82.171719584474658,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S857089,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,12,vil,2019-09-26T12:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,142823.0,857089.0,Heavy Rain,32.340627052817737,-113.85697530086071,36.254451701903854,-110.2932442127743,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S856580,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,494,vil,2019-09-06T15:23:00Z,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,142689.0,856580.0,Heavy Rain,35.139324830351725,-78.862031976849991,37.664091091250526,-73.66051862127,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,216.0,0.0
S857093,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,498,vil,2019-09-06T23:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140224.0,857093.0,Heavy Rain,37.85505015141257,-107.45387608423069,41.570891115194826,-103.33897266346405,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S851205,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,9,vil,2019-08-09T02:15:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141797.0,851205.0,Heavy Rain,36.072659455568967,-106.71725705017649,39.76215601045547,-102.65851796281531,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S843272,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,316,vil,2019-08-02T17:05:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140202.0,843272.0,Heavy Rain,27.528242566873132,-84.243228934879809,30.362266770382369,-79.753891207309977,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,246.0,0.0
S856586,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,273,vil,2019-09-07T11:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,142689.0,856586.0,Heavy Rain,34.876525060653272,-78.813547312648268,37.401024680317995,-73.631680232259114,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S851214,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,160,vil,2019-08-09T22:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141799.0,851214.0,Heavy Rain,36.654794094153736,-106.64841321647785,40.3422002490676,-102.55616161601915,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S849045,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,104,vil,2019-08-18T13:28:00Z,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,141030.0,849045.0,Heavy Rain,40.63639198049114,-90.357480721002489,43.673392614537093,-85.172410385149277,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S827031,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,189,vil,2019-07-12T22:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137661.0,827031.0,Heavy Rain,28.84297905050234,-84.035751506900041,31.658410841009839,-79.462539982557828,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S848164,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,209,vil,2019-07-22T03:16:00Z,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,141163.0,848164.0,Heavy Rain,37.0660029693012,-106.69566214079344,40.755265909523359,-102.58402920967428,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S848329,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,461,vil,2019-07-03T00:09:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,141206.0,848329.0,Heavy Rain,39.834658737536813,-98.0936800590361,43.203061335462792,-93.362993061144522,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S851158,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,363,vil,2019-09-07T14:50:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141778.0,851158.0,Heavy Rain,44.605919675368654,-114.06175132075857,48.55404427915348,-109.95822639822089,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,135.0,0.0
S849773,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,10,vil,2019-08-20T09:30:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141499.0,849773.0,Heavy Rain,39.931718956091188,-96.381635092271878,43.230287474075439,-91.5559185689234,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S846578,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,503,vil,2019-07-02T02:28:00Z,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,140867.0,846578.0,Heavy Rain,36.347513955154852,-106.65858148741779,40.035120295747369,-102.58283761780814,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S850048,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,153,vil,2019-08-19T12:29:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,140479.0,850048.0,Flash Flood,28.56454539166613,-87.789688015552727,31.545397870356965,-83.360466486507775,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,253.0,0.0
S858117,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,379,vil,2019-09-19T15:20:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141836.0,858117.0,Flash Flood,28.2361029726416,-97.125288852367646,31.592791611256875,-93.042436838735128,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S839685,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,199,vil,2019-07-22T23:30:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139598.0,839685.0,Flash Flood,36.685900168034095,-85.18235385403662,39.503786803457842,-80.1031422240694,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,251.0,0.0
S846087,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,256,vil,2019-07-07T20:25:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137630.0,846087.0,Flash Flood,38.936934959043946,-82.945788232914509,41.634873145904649,-77.5772783511472,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,251.0,0.0
S839048,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,390,vil,2019-08-15T01:15:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139483.0,839048.0,Flash Flood,38.760556344529533,-78.299510752449308,41.227717255611807,-72.754535689563269,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,243.0,0.0
S852745,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,76,vil,2019-08-10T21:52:00Z,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,142049.0,852745.0,Flash Flood,37.966307320609019,-113.40797160007445,41.874537500999779,-109.60837346308629,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,229.0,0.0
